guid,dbfid,cardname,texname,texhash
ETC_831,91494,Thornmantle Musician,HS28-020_M_Premium,F02FCC09
ETC_832,91495,Jungle Jammer,HS28-117_W,CEF72609
ETC_832,91495,Jungle Jammer,HS28-043_W_FlowMap_01,
ETC_832,91495,Jungle Jammer,HS28-117_W_FX_Motes,051E8DD0
ETC_832,91495,Jungle Jammer,HS28-117_W_Flowmap,
ETC_832,91495,Jungle Jammer,HS28-117_W_Mask,0DB29087
ETC_832,91495,Jungle Jammer,HS28-117_W_Premium,FBF58270
ETC_833,91496,Arrow Smith,HS28-024_M,3D8B528F
ETC_833,91496,Arrow Smith,HS28-024_M_Hand,F9DFDFBD
ETC_833,91496,Arrow Smith,HS28-024_M_Character,2F4C5829
ETC_833,91496,Arrow Smith,HS28-024_M_FlowMap,
ETC_833,91496,Arrow Smith,HS28-024_M_Mask,E774101C
ETC_833,91496,Arrow Smith,HS28-024_M_Premium,C1659737
ETC_836,91498,Mister Mukla,HS28-124_M,DE5D1AA3
ETC_836,91498,Mister Mukla,HS28-124_M_Bananas,80FD3C18
ETC_836,91498,Mister Mukla,HS28-124_M_FlowMap,
ETC_836,91498,Mister Mukla,HS28-124_M_Character,E2E6D4AA
ETC_836,91498,Mister Mukla,HS28-124_M_Mask,ACEB371C
ETC_836,91498,Mister Mukla,HS28-124_M_Premium,1D8D08C7
ETC_836,91498,Mister Mukla,HS28-300_S,
ETC_836,91498,Mister Mukla,ETC_836_SignatureUber,
ETC_836,91498,Mister Mukla,ETC_836_SignatureUber,
ETC_838,92296,Big Dreams,HS28-021_S,7DB6DCE4
ETC_838,92296,Big Dreams,HS28-021_S_Character,DFCA162A
ETC_838,92296,Big Dreams,HS28-021_S_Hand,99796262
ETC_838,92296,Big Dreams,HS28-021_S_Mask,C0F5733C
ETC_838,92296,Big Dreams,HS28-021_S_Premium,4941E054
ETC_840,92328,Banjosaur,HS28-022_M,E6B0CBBB
ETC_840,92328,Banjosaur,HS28-022_head,C2D2E8E9
ETC_840,92328,Banjosaur,HS28-022_M_leftarm,E8C05353
ETC_840,92328,Banjosaur,HS28-022_M_rightarm,BB68F58F
ETC_840,92328,Banjosaur,HS28-022_Banjo,78ACF6A5
ETC_840,92328,Banjosaur,HS28-022_M_Mask,1F404F0D
ETC_840,92328,Banjosaur,HS28-022_Premium,AB147B6C
ETC_COIN1,102103,The Coin,HS28-190_S,D169B827
ETC_COIN1,102103,The Coin,HS28-190_S_Glow,
ETC_COIN1,102103,The Coin,HS28-190_S_Coin,
ETC_COIN1,102103,The Coin,HS28-190_S_FX,
ETC_COIN1,102103,The Coin,HS28-190_S_Mask,
ETC_COIN2,102104,The Coin,HS28-191_S,54EA21F6
ETC_COIN2,102104,The Coin,HS28-191_S_FX,
ETC_COIN2,102104,The Coin,HS28-191_S_Coin,
ETC_COIN2,102104,The Coin,HS28-191_S_Mask,
ETC_t8t,94746,Bored Doomlord,HS28-186_M,
ETC_t8t,94746,Bored Doomlord,HS28-186_M_FlowMap,
ETC_t8t,94746,Bored Doomlord,HS28-186_M_Distort,
ETC_t8t,94746,Bored Doomlord,HS28-186_M_FlowMap,
ETC_t8t,94746,Bored Doomlord,HS28-186_M_Hand,
ETC_t8t,94746,Bored Doomlord,HS28-186_M_Mask,
ETC_t8t,94746,Bored Doomlord,HS28-186_M_Premium,
EX1_001,1655,Lightwarden,W4_285_D,D532A494
EX1_001,1655,Lightwarden,W4_285_D_Mask,2B9395FC
EX1_002,1656,The Black Knight,r5_a004_D,AD85D3EF
EX1_002,1656,The Black Knight,r5_a004_D_Mask,DFA48F05
EX1_004,1634,Young Priestess,W7_133_D,57BFE921
EX1_004,1634,Young Priestess,W7_133_D_Mask,AE22871F
EX1_005,1657,Big Game Hunter,W5_030_D,7E565A20
EX1_005,1657,Big Game Hunter,W5_030_D_Mask,CE5CF275
EX1_006,1658,Alarm-o-Bot,R7_a091_D,571E155E
EX1_006,1658,Alarm-o-Bot,cone2,0D4CC5D4
EX1_006,1658,Alarm-o-Bot,R7_a091_D_Mask,6D7C7EEA
EX1_007,1659,Acolyte of Pain,W10_A031_D,02655887
EX1_007,1659,Acolyte of Pain,W10_A031_D_Mask,8B411C12
EX1_008,757,Argent Squire,W11_059_D,CEFEF76D
EX1_008,757,Argent Squire,W11_059_D_Mask,A996BE25
EX1_009,1688,Angry Chicken,W12_a222_D,CD7B0626
EX1_009,1688,Angry Chicken,FeathersSparse,
EX1_009,1688,Angry Chicken,W12_a222_D_Mask_0,A4A5351B
EX1_010,994,Worgen Infiltrator,W14_a113_D,E4FF0222
EX1_010,994,Worgen Infiltrator,W14_a113_D_mask,50B0421B
EX1_011,132,Voodoo Doctor,wow_dbl_011_D,12DF9CC8
EX1_011,132,Voodoo Doctor,wow_dbl_011_D_Mask,296ADB86
EX1_012,749,Bloodmage Thalnos,W12_A115_D,9A331DF2
EX1_012,749,Bloodmage Thalnos,sidelinesAndMotes,D32FD34B
EX1_012,749,Bloodmage Thalnos,W12_A115_D_Mask,E7BB6AA2
EX1_014,1693,King Mukla,W2_450a_D,A6942794
EX1_014,1693,King Mukla,banana2,4D311A92
EX1_014,1693,King Mukla,W2_450a_D_Mask,D94B9C8A
EX1_014t,1694,Bananas,bananas2_D,B85B87D7
EX1_014t,1694,Bananas,banana,91381EE2
EX1_014t,1694,Bananas,banana2,4D311A92
EX1_014t,1694,Bananas,bananas2_D_Mask,D72ACB14
EX1_014te,1695,Bananas,bananas2_D,B85B87D7
EX1_015,284,Novice Engineer,W7_078_D,7366541D
EX1_015,284,Novice Engineer,rocksSparse2,681D6CBE
EX1_015,284,Novice Engineer,W7_078_D_Mask,C8BC4EF2
EX1_016,1721,Sylvanas Windrunner,W11_218_D,4288A2FD
EX1_016,1721,Sylvanas Windrunner,W11_218_D_Mask,F6B6F517
EX1_017,921,Jungle Panther,W18_a076_D,2DA092FD
EX1_017,921,Jungle Panther,W18_a076_D_Mask,63FF85B5
EX1_019,608,Shattered Sun Cleric,W13_005_D,5ED38C06
EX1_019,608,Shattered Sun Cleric,W13_005_D_Mask,5BED5488
EX1_020,642,Scarlet Crusader,R7_a033_D,05D492EE
EX1_020,642,Scarlet Crusader,R7_a033_D_Mask,0DE56760
EX1_021,765,Thrallmar Farseer,W12_A179_D,6DA5CC4B
EX1_021,765,Thrallmar Farseer,W12_A179_D_Mask,23FCBCE7
EX1_023,34,Silvermoon Guardian,W11_099_D,91F2126A
EX1_023,34,Silvermoon Guardian,W11_099_D_Mask,394D229A
EX1_025,523,Dragonling Mechanic,W2_265_D,0F6018C9
EX1_025,523,Dragonling Mechanic,W2_265_D_Mask,A3FF9D9F
EX1_025t,59,Mechanical Dragonling,W6_236_D,8E1AE787
EX1_025t,59,Mechanical Dragonling,W6_236_D_Mask,88721910
EX1_028,68,Stranglethorn Tiger,W13_309_D,C1D694D7
EX1_028,68,Stranglethorn Tiger,HolyGround2,1949FD56
EX1_028,68,Stranglethorn Tiger,grass01,113B75D4
EX1_028,68,Stranglethorn Tiger,W13_309_D_Mask,7778BD9C
EX1_029,658,Leper Gnome,leper_gnome_D,5241758A
EX1_029,658,Leper Gnome,flies1,B30B71B6
EX1_029,658,Leper Gnome,flies1,B30B71B6
EX1_029,658,Leper Gnome,leper_gnome_D_Mask,764EA051
EX1_029_Puzzle,78514,Leper Gnome,leper_gnome_D,5241758A
EX1_029_Puzzle,78514,Leper Gnome,flies1,B30B71B6
EX1_029_Puzzle,78514,Leper Gnome,flies1,B30B71B6
EX1_029_Puzzle,78514,Leper Gnome,leper_gnome_D_Mask,764EA051
EX1_032,759,Sunwalker,W15_A015_D,12131285
EX1_032,759,Sunwalker,W15_A015_D_Mask,7A852191
EX1_033,567,Windfury Harpy,CLA-007,5734196C
EX1_033,567,Windfury Harpy,CLA-007_FlowMap02,
EX1_033,567,Windfury Harpy,CLA-007_FlowMap01,
EX1_033,567,Windfury Harpy,CLA-007_Mask,BCB07341
EX1_043,1037,Twilight Drake,W15_A153_D,E4ED5F54
EX1_043,1037,Twilight Drake,W15_A153_D_Mask,63005A3B
EX1_044,791,Questing Adventurer,wow_misc_028_D,F9A2E38C
EX1_044,791,Questing Adventurer,wow_misc_028_D_Mask,3AAD4456
EX1_044e,42,Level Up!,wow_misc_028_D,F9A2E38C
EX1_045,605,Ancient Watcher,W18_a191_D,48261781
EX1_045,605,Ancient Watcher,W18_a191_D_Mask,D84BEBE3
EX1_046,348,Dark Iron Dwarf,WoW_ALYN_010a_D,A4E8ADA7
EX1_046,348,Dark Iron Dwarf,WoW_ALYN_010a_D_mask,0F7CDEE4
EX1_048,754,Spellbreaker,W4_182_D,AD0D229A
EX1_048,754,Spellbreaker,W4_182_D_Mask,2AE58706
EX1_049,415,Youthful Brewmaster,Wow_Wei_Pandaren_Final_v1_D,10D31C5F
EX1_049,415,Youthful Brewmaster,Wow_Wei_Pandaren_Final_v1_D_Mask,BC6986A8
EX1_050,1016,Coldlight Oracle,W16_a096_D,79DF5C64
EX1_050,1016,Coldlight Oracle,W16_a096_D_Mask,6EF11EC8
EX1_055,12,Mana Addict,W5_175_D,90720BBB
EX1_055,12,Mana Addict,W5_175_D_Mask,93F34CB6
EX1_057,186,Ancient Brewmaster,gecko_auction_D,5A78E2C7
EX1_057,186,Ancient Brewmaster,flowers,B5C79305
EX1_057,186,Ancient Brewmaster,gecko_auction_D_Mask,8559D5C3
EX1_058,891,Sunfury Protector,W9_A047_D,F1BD1266
EX1_058,891,Sunfury Protector,W9_A047_D_Mask,F08D74F6
EX1_059,801,Crazed Alchemist,W2_341_D,441EA811
EX1_059,801,Crazed Alchemist,W2_341_D_Mask,E1853DA7
EX1_059e,1664,Experiments!,W2_341_D,441EA811
EX1_062,736,Old Murk-Eye,Bestiary-final2_D,2CF49C07
EX1_062,736,Old Murk-Eye,Moon_Bright3,DC593FD4
EX1_062,736,Old Murk-Eye,Bestiary-final2_D_Mask,86DAFB81
EX1_066,906,Acidic Swamp Ooze,AcidicSwampOoze_D,B707A8B0
EX1_066,906,Acidic Swamp Ooze,AcidicSwampOoze_D_Mask,B9DD13C5
EX1_067,281,Argent Commander,W7_049_D,EDE955FB
EX1_067,281,Argent Commander,W7_049_D_Mask,9BF2EA40
EX1_076,37,Pint-Sized Summoner,W2_374_D,4917E5BD
EX1_076,37,Pint-Sized Summoner,W2_374_D_Mask,6826CE71
EX1_080,158,Secretkeeper,CLA-006,460F0539
EX1_080,158,Secretkeeper,CLA-006_FlowMap,
EX1_080,158,Secretkeeper,CLA-006_Mask,8BAA2F37
EX1_082,762,Mad Bomber,W20_a127_D,C521EDBB
EX1_082,762,Mad Bomber,W20_a127_D_Mask,3614FAD4
EX1_083,570,Tinkmaster Overspark,WOW_ALYH_015_D,16AC2AFF
EX1_083,570,Tinkmaster Overspark,gears1,D08A9D79
EX1_083,570,Tinkmaster Overspark,WOW_ALYH_015_D_mask,A351B049
EX1_084,1009,Warsong Commander,W11_101_D,D295F4A7
EX1_084,1009,Warsong Commander,W11_101_D_Mask,C83DE069
EX1_085,734,Mind Control Tech,W11_049_D,1A93220A
EX1_085,734,Mind Control Tech,swirl,19CAE0DB
EX1_085,734,Mind Control Tech,W11_049_D_Mask,4D4F11D9
EX1_089,466,Arcane Golem,W20_a159_D,5ACDFC00
EX1_089,466,Arcane Golem,W20_a159_D_Mask,AE94DBCF
EX1_091,272,Cabal Shadow Priest,W8_122_D,6D51B1EC
EX1_091,272,Cabal Shadow Priest,W8_122_D_mask,7E707DA2
EX1_093,763,Defender of Argus,W5_008_D,8CA090EB
EX1_093,763,Defender of Argus,W5_008_D_Mask,B66ED300
EX1_093e,1103,Hand of Argus,W5_008_D,8CA090EB
EX1_095,932,Gadgetzan Auctioneer,W8_071_D,52438961
EX1_095,932,Gadgetzan Auctioneer,coins,2896C321
EX1_095,932,Gadgetzan Auctioneer,coins,2896C321
EX1_095,932,Gadgetzan Auctioneer,W8_071_D_Mask,BCE5E91F
EX1_096,251,Loot Hoarder,W9_A058_D,3A43D949
EX1_096,251,Loot Hoarder,coins,2896C321
EX1_096,251,Loot Hoarder,coins,2896C321
EX1_096,251,Loot Hoarder,W9_A058_D_Mask,E8A4E42D
EX1_097,440,Abomination,r5_a005_D,DA849385
EX1_097,440,Abomination,flies1,B30B71B6
EX1_097,440,Abomination,flies1,B30B71B6
EX1_097,440,Abomination,r5_a005_D_Mask,5AB67F72
EX1_100,1135,Lorewalker Cho,Cho_minion_D,565C95BF
EX1_100,1135,Lorewalker Cho,flowers2,E9F177E1
EX1_100,1135,Lorewalker Cho,flowers2,E9F177E1
EX1_100,1135,Lorewalker Cho,Cho_minion_D_Mask,B1DF2782
EX1_102,979,Demolisher,W10_A260_D,C1D0300B
EX1_102,979,Demolisher,W10_A260_D_Mask,72F54A12
EX1_103,453,Coldlight Seer,W16_a207_D,825B40E6
EX1_103,453,Coldlight Seer,Flare_White3_Alpha,
EX1_103,453,Coldlight Seer,W16_a207_D_Mask,15F79578
EX1_105,993,Mountain Giant,MountainGiant_D,D2E7A26E
EX1_105,993,Mountain Giant,MountainGiant_D_Mask,F13216BA
EX1_110,420,Cairne Bloodhoof,W13_127_D,106C8D5C
EX1_110,420,Cairne Bloodhoof,rocks_0,7FC7C5E4
EX1_110,420,Cairne Bloodhoof,arrows01,EC189C37
EX1_110,420,Cairne Bloodhoof,W13_127_D_mask,15E017D4
EX1_110t,318,Baine Bloodhoof,W14_a090,4662566D
EX1_110t,318,Baine Bloodhoof,rocks_0,7FC7C5E4
EX1_110t,318,Baine Bloodhoof,W14_a090_Mask,D154DE92
EX1_112,858,Gelbin Mekkatorque,gelbin-lullabi-V3_D,708FF139
EX1_112,858,Gelbin Mekkatorque,gelbin-lullabi-V3_D_Mask,928A4F57
EX1_116,559,Leeroy Jenkins,wow_penny_003_D,494F1B10
EX1_116,559,Leeroy Jenkins,FeathersSparse,
EX1_116,559,Leeroy Jenkins,wow_penny_003_D_Mask,2DDE5257
EX1_116t,1912,Whelp,ONY_STK_013_D,A8432CAC
EX1_116t,1912,Whelp,ONY_STK_013_D_Mask,63E50F63
EX1_124,904,Eviscerate,WoW_LEAD_031,803A8FC9
EX1_124,904,Eviscerate,WoW_LEAD_031_Sheen,79F1B84A
EX1_124,904,Eviscerate,WoW_LEAD_031_FlowMap,
EX1_124,904,Eviscerate,WoW_LEAD_031_Sheen,79F1B84A
EX1_124,904,Eviscerate,WoW_LEAD_031_Mask,0865A994
EX1_126,282,Betrayal,W13_263_D,BBAD37EB
EX1_126,282,Betrayal,grass01,113B75D4
EX1_126,282,Betrayal,W13_263_D_mask,4BC46550
EX1_128,990,Conceal,W6_128_D,500FD53B
EX1_128,990,Conceal,W6_128_D_paintout,38AA0DCD
EX1_128,990,Conceal,W6_128_D_mask,9F668E5B
EX1_129,667,Fan of Knives,W12_a057_D,F21E4731
EX1_129,667,Fan of Knives,W12_a057_D_knives_test,E27B7D69
EX1_129,667,Fan of Knives,W12_a057_D_knives_test,E27B7D69
EX1_129,667,Fan of Knives,W12_a057_D_mask,AB8E8960
EX1_130,584,Noble Sacrifice,W6_219_D,986DFF71
EX1_130,584,Noble Sacrifice,rocks_0,7FC7C5E4
EX1_130,584,Noble Sacrifice,W6_219_D_mask,5AD77885
EX1_130a,102,Defender,W6_219a_D,1003CAE0
EX1_130a,102,Defender,W6_219a_D_cutout,2D68E53A
EX1_130a,102,Defender,W6_219a_D_mask,907D5FD7
EX1_131,201,Defias Ringleader,W4_059_D,89DA028F
EX1_131,201,Defias Ringleader,UV_Wavy_Flow2,
EX1_131,201,Defias Ringleader,W4_059_D_mask,E3D9CFF5
EX1_131t,488,Defias Bandit,w2_361_D,7F256B87
EX1_131t,488,Defias Bandit,UV_Wavy_Flow2,
EX1_131t,488,Defias Bandit,crowd,D229CB8A
EX1_131t,488,Defias Bandit,w2_361_D_mask,E9FC31D8
EX1_132,462,Eye for an Eye,W8_044_D,67F808AB
EX1_132,462,Eye for an Eye,W8_044_D_mask,7475F6CB
EX1_133,391,Perdition's Blade,w2_041_D,37ECD843
EX1_133,391,Perdition's Blade,rocks_0,7FC7C5E4
EX1_133,391,Perdition's Blade,w2_041_D_mask,70C1BF24
EX1_134,1117,SI:7 Agent,W9_A015_D,4769E57E
EX1_134,1117,SI:7 Agent,W9_A015_D_mask,21232659
EX1_136,140,Redemption,W15_A057_D,53763781
EX1_136,140,Redemption,W15_A057_D_mask,7B574DA5
EX1_137,708,Headcrack,CLA-019,CDD7B8E3
EX1_137,708,Headcrack,CLA-019_Mask,AD904337
EX1_144,365,Shadowstep,W6_050_D,56D549E6
EX1_144,365,Shadowstep,UV_Wavy_Flow2,
EX1_144,365,Shadowstep,UV_Wavy_Flow2,
EX1_144,365,Shadowstep,leavesColor,6695F5A2
EX1_144,365,Shadowstep,W6_050_D_mask,59712B1A
EX1_145,1158,Preparation,W4_052_D,23FACA99
EX1_145,1158,Preparation,UV_Wavy_Flow2,
EX1_145,1158,Preparation,UV_Wavy_Flow2,
EX1_145,1158,Preparation,W4_052_D_mask,6D6865B8
EX1_154,836,Wrath,W17_a102_D,67A7792E
EX1_154,836,Wrath,W17_a102_D_Mask,218D98E9
EX1_154a,253,Solar Wrath,HS17-082,7E608C22
EX1_154a,253,Solar Wrath,HS17-082_FlowMap,
EX1_154a,253,Solar Wrath,HS17-082_Rock,9E9A89FD
EX1_154a,253,Solar Wrath,HS17-082_Mask,3E56A1EE
EX1_154a,253,Solar Wrath,HS17-082_Premium,5E5E4655
EX1_154b,137,Nature's Wrath,HS17-083,2865AA5D
EX1_154b,137,Nature's Wrath,HS17-083_FlowMap,
EX1_154b,137,Nature's Wrath,HS17-083_Rock,A8CB5CAD
EX1_154b,137,Nature's Wrath,HS17-083_Mask,188BD365
EX1_154b,137,Nature's Wrath,HS17-083_Premium,7156FF06
EX1_155,151,Mark of Nature,W6_024_D,C5B8F768
EX1_155,151,Mark of Nature,W6_024_D_Mask,FA5A66AC
EX1_155a,468,Tiger's Fury,HS17-091,B82303BA
EX1_155a,468,Tiger's Fury,HS17-091_Mark,D0546E14
EX1_155a,468,Tiger's Fury,HS17-091_FlwoMap,
EX1_155a,468,Tiger's Fury,HS17-091_Magic,C2E1F71A
EX1_155a,468,Tiger's Fury,HS17-091_Mask,F4087C77
EX1_155a,468,Tiger's Fury,HS17-091_Premium,B288945E
EX1_155b,690,Thick Hide,HS17-090,0A393E6C
EX1_155b,690,Thick Hide,HS17-090_Flowmap,
EX1_155b,690,Thick Hide,HS17-090_Magic,B488B955
EX1_155b,690,Thick Hide,HS17-090_Mark,8974EC29
EX1_155b,690,Thick Hide,HS17-090_Mask,C7FD36E2
EX1_155b,690,Thick Hide,HS17-090_Premium,27C7D0FF
EX1_158,381,Soul of the Forest,W20_a025_D,5C8D4DCD
EX1_158,381,Soul of the Forest,glow_ringWithComet,EB387490
EX1_158,381,Soul of the Forest,W20_a025_D_Mask,BFC97FDA
EX1_158t,600,Treant,W16_a032_D,CC4BB283
EX1_158t,600,Treant,W16_a032_D_Mask,59972277
EX1_160,503,Power of the Wild,W17_a030_D,11DFFE1F
EX1_160,503,Power of the Wild,Moon_Bright2,6F2950D7
EX1_160,503,Power of the Wild,W17_a030_D_Mask,6D8665CF
EX1_160a,60,Summon a Panther,HS17-089,FB296DD7
EX1_160a,60,Summon a Panther,HS17-089_Gradient,87FE92DE
EX1_160a,60,Summon a Panther,HS17-089_Leaves,E4ABDD4A
EX1_160a,60,Summon a Panther,HS17-089_Mask,3BF342EE
EX1_160a,60,Summon a Panther,HS17-089,FB296DD7
EX1_160b,835,Leader of the Pack,HS17-088,01589FA9
EX1_160b,835,Leader of the Pack,HS17-089_Leaves,E4ABDD4A
EX1_160b,835,Leader of the Pack,HS17-088_Mask,1F49A60E
EX1_160b,835,Leader of the Pack,HS17-088,01589FA9
EX1_160t,812,Panther,W7_096_D,BE8F1916
EX1_160t,812,Panther,W7_096_D_Mask,1F2E4396
EX1_161,233,Naturalize,W11_120_D,6F2F12C1
EX1_161,233,Naturalize,W11_120_D_Mask,607E1066
EX1_162,985,Dire Wolf Alpha,WOW_TAL_008_D,37AC962F
EX1_162,985,Dire Wolf Alpha,WOW_TAL_008_D_Mask,5A8D3EEB
EX1_162o,705,Strength of the Pack,WOW_TAL_008_D,37AC962F
EX1_162o,705,Strength of the Pack,WOW_TAL_008_D_Mask,5A8D3EEB
EX1_164,95,Nourish,W11_127(EA)_D,35C9B8C8
EX1_164,95,Nourish,HANDS_NOURISH,55792F7C
EX1_164,95,Nourish,HANDS_NOURISH,55792F7C
EX1_164,95,Nourish,W11_127(EA)_D_Mask,4A747CC5
EX1_164a,451,Rampant Growth,HS17-084,EB3545AD
EX1_164a,451,Rampant Growth,glow_ringWithComet,EB387490
EX1_164a,451,Rampant Growth,HS17-084_Crystail,61ED4FE2
EX1_164a,451,Rampant Growth,HS17-084_Mask,C7050787
EX1_164a,451,Rampant Growth,HS17-084_Premium,8EEE0649
EX1_164b,325,Enrich,HS17-085,50C6FA17
EX1_164b,325,Enrich,HS17-085_Mask,89A6D1D0
EX1_164b,325,Enrich,HS17-085,50C6FA17
EX1_165,692,Druid of the Claw,W11_016_D,D025FF8F
EX1_165,692,Druid of the Claw,W11_016_D_Mask,2F286C9B
EX1_165a,63,Cat Form,W12_A087a_D,13F9D757
EX1_165a,63,Cat Form,snowWind2,DA410D97
EX1_165a,63,Cat Form,W12_A087a_D_Mask,F7A85FD7
EX1_165b,99,Bear Form,W7_127_D,1B65AFFC
EX1_165b,99,Bear Form,rockWind1,25F48F75
EX1_165b,99,Bear Form,W7_127_D_Mask,E687C979
EX1_165t1,1681,Druid of the Claw,W12_A087a_D,13F9D757
EX1_165t1,1681,Druid of the Claw,snowWind2,DA410D97
EX1_165t1,1681,Druid of the Claw,W12_A087a_D_Mask,F7A85FD7
EX1_165t2,1682,Druid of the Claw,W7_127a_D,
EX1_165t2,1682,Druid of the Claw,rockWind1,25F48F75
EX1_165t2,1682,Druid of the Claw,W7_127a_D_Mask,
EX1_166,601,Keeper of the Grove,W17_a088_D,69865F40
EX1_166,601,Keeper of the Grove,W17_a088_D_Mask,477D830A
EX1_166a,987,Moonfire,W2_103_D,09AC1D4B
EX1_166a,987,Moonfire,W2_103_D_Mask,03022C0C
EX1_166b,321,Dispel,W12_A006(EA)_D,C185CB52
EX1_166b,321,Dispel,W12_A006(EA)_D_Mask,0D01EEA3
EX1_169,254,Innervate,WOW_TAL_002_D,9AA94CD3
EX1_169,254,Innervate,MotesAndStarSparse,03F1A7CF
EX1_169,254,Innervate,WOW_TAL_002_D_Mask,2E705C40
EX1_170,1098,Emperor Cobra,W15_A041_D,F2951730
EX1_170,1098,Emperor Cobra,cloudsSunsetPirateShip,8DEB00CD
EX1_170,1098,Emperor Cobra,W15_A041_D_Mask,35940010
EX1_173,823,Starfire,WOW_CHI_049_D,834BBF4C
EX1_173,823,Starfire,WOW_CHI_049_D_Mask,ABA54D29
EX1_178,1035,Ancient of War,W2_217_D,0601EED9
EX1_178,1035,Ancient of War,W2_217_D_Mask,7D423D4D
EX1_178a,578,Rooted,W10_A143_D,F5AB22E1
EX1_178a,578,Rooted,W10_A143_D_Mask,756D481A
EX1_178ae,153,Rooted,W10_A143_D,F5AB22E1
EX1_178b,182,Uproot,w2_166_D,E53F7DA8
EX1_178b,182,Uproot,w2_166_D_Mask,F54CBB17
EX1_178be,876,Uprooted,w2_166_D,E53F7DA8
EX1_179,52255,Icicle,CLA-003_S,44596D2A
EX1_179,52255,Icicle,CLA-003_S_Body,77E68163
EX1_179,52255,Icicle,CLA-003_S_Ice_Mask,32C9DAFA
EX1_179,52255,Icicle,CLA-003_S_Glow,60DD930E
EX1_179,52255,Icicle,CLA-003_S_Ice,32EB1AAF
EX1_179,52255,Icicle,CLA-003_S_Energy,DFBBEDB0
EX1_179,52255,Icicle,CLA-003_S_Mask,4245FDF7
EX1_179,52255,Icicle,CLA-003_S_Premium,B00C8D06
EX1_180,52262,Tome of Intellect,W19_a058_S,A0B7AD01
EX1_180,52262,Tome of Intellect,W19_a058_S_Gradient,87FE92DE
EX1_180,52262,Tome of Intellect,W19_a058_S_Magic02,10CADA93
EX1_180,52262,Tome of Intellect,W19_a058_S_Magic01,5CA7186B
EX1_180,52262,Tome of Intellect,W19_a058_S_Flowmap,
EX1_180,52262,Tome of Intellect,W19_a058_S_Stars,AA73FBBC
EX1_180,52262,Tome of Intellect,W19_a058_S_Mask,7950A49F
EX1_180,52262,Tome of Intellect,W19_a058_S_Premium,D6E0D1CA
EX1_181,52263,Call of the Void,CLA-001_S,B8E5AE8F
EX1_181,52263,Call of the Void,CLA-001_S_Sheen,BADEF9CC
EX1_181,52263,Call of the Void,CLA-001_S_Body,5AC0DEB7
EX1_181,52263,Call of the Void,CLA-001_S_Mask,29D22A3A
EX1_181,52263,Call of the Void,CLA-001_S_Premium,7B1B7657
EX1_182,52264,Pilfer,CLA-002_S,862F51A8
EX1_182,52264,Pilfer,CLA-002_S_Hand,D6772F20
EX1_182,52264,Pilfer,CLA-002_S_Hat,56794018
EX1_182,52264,Pilfer,CLA-002_S_Sidelines,A54A5D3F
EX1_182,52264,Pilfer,CLA-002_S_Mask,F85608A9
EX1_182,52264,Pilfer,CLA-002_S_Premium,166FEA16
EX1_183,54833,Gift of the Wild,CLA-010,78C6854E
EX1_183,54833,Gift of the Wild,CLA-010_Light,37FBEA62
EX1_183,54833,Gift of the Wild,CLA-010_Mask,D7E04E37
EX1_184,54834,Righteousness,CLA-011,06F13C0D
EX1_184,54834,Righteousness,CLA-011_Sheen,2C8A74FB
EX1_184,54834,Righteousness,CLA-011_Mask,D5891A49
EX1_185,54835,Siegebreaker,HS12-200,693E1CFA
EX1_185,54835,Siegebreaker,HS12-200_Wing,3DCBA362
EX1_185,54835,Siegebreaker,HS12-200_Rock,310184DB
EX1_185,54835,Siegebreaker,HS12-200_Mask,323A06AF
EX1_185,54835,Siegebreaker,HS12-200_Premium,137E19EC
EX1_186,54836,SI:7 Infiltrator,CLA-014,4E1D425E
EX1_186,54836,SI:7 Infiltrator,CLA-014_Mask,B4A80305
EX1_187,54837,Arcane Devourer,CLA-009,7B6069F7
EX1_187,54837,Arcane Devourer,CLA-009_Mask,C81128F1
EX1_188,54838,Barrens Stablehand,CLA-013,1371C062
EX1_188,54838,Barrens Stablehand,CLA-013_Mask,C8BEC165
EX1_189,54839,Brightwing,CLA-015,DA77ED8B
EX1_189,54839,Brightwing,CLA-015_Mask,3299D9A5
EX1_189,54839,Brightwing,CLA-015,DA77ED8B
EX1_190,54840,High Inquisitor Whitemane,CLA-012,E02F5A61
EX1_190,54840,High Inquisitor Whitemane,CLA-012_FlowMap,
EX1_190,54840,High Inquisitor Whitemane,CLA-012_Motes,52114C6D
EX1_190,54840,High Inquisitor Whitemane,CLA-012_Sheen,B4786E61
EX1_190,54840,High Inquisitor Whitemane,CLA-012_Mask,96EA79C8
EX1_191,54863,Plaguebringer,CLA-016,42623F15
EX1_191,54863,Plaguebringer,CLA-016_FlowMap,
EX1_191,54863,Plaguebringer,CLA-016_Light,71AC521C
EX1_191,54863,Plaguebringer,CLA-016_Mask,DE4AFECB
EX1_191,54863,Plaguebringer,CLA-016_Premium,0E9B14B3
EX1_192,54865,Radiance,CLA-008,1F32A4C9
EX1_192,54865,Radiance,CLA-008_Mask,B6E2CA78
EX1_193,60066,Psychic Conjurer,HS19-281,2693BCEA
EX1_193,60066,Psychic Conjurer,Glow_Rings_Overlay,B162D200
EX1_193,60066,Psychic Conjurer,HS19-283_FlowMap,
EX1_193,60066,Psychic Conjurer,HS19-283_Glow02,FA1E8C2B
EX1_193,60066,Psychic Conjurer,HS19-281_Mask,096186B3
EX1_194,60067,Power Infusion,HS19-282,81740A55
